hv001,hv002,wt,hv208,hv206,hv243a,sh121m,sh121o,hv209,hv247,sh122h,roof,id,v005,v190,v149,deceas,de_cat,health
297,680,2.553282,0,1,1,0,0,0,0,0,2,2,426377,3,3,0,0%,NA
297,686,2.127735,0,1,1,0,0,0,0,0,2,2,426377,3,2,0.16666666666666666,1-33%,NA
297,710,1.702188,0,1,1,0,0,0,0,0,2,2,426377,3,3,0,0%,NA
297,710,1.702188,0,1,1,0,0,0,0,0,2,2,426377,3,5,0,0%,NA
297,837,2.978829,1,1,1,0,1,1,0,0,2,4,426377,5,3,0,0%,NA
297,890,2.127735,1,1,1,0,0,0,0,0,2,3,426377,3,2,0,0%,NA
298,106,3.188464,0,0,1,0,0,0,0,0,2,2,792790,2,1,0.25,1-33%,NA
298,1093,3.188464,0,0,0,0,0,0,0,0,2,5,792790,2,3,0.2,1-33%,NA
298,1113,3.98558,0,0,0,0,0,0,0,0,2,5,792790,2,1,0.5,34-66%,NA
298,116,0.797116,0,0,1,0,0,0,0,0,1,2,792790,3,1,0,0%,NA
298,1165,7.97116,0,0,1,0,0,0,0,0,2,2,792790,2,1,0,0%,NA
298,1171,7.174044,0,0,0,0,0,0,0,0,2,5,792790,2,1,0,0%,NA
298,142,4.782696,0,0,0,0,0,0,0,0,1,5,792790,1,0,0.14285714285714285,1-33%,NA
298,143,3.98558,0,0,0,0,0,0,0,0,1,5,792790,2,3,0.5714285714285714,34-66%,NA
298,177,2.391348,0,0,1,0,0,0,0,0,2,2,792790,2,1,0.25,1-33%,NA
298,177,2.391348,0,0,1,0,0,0,0,0,2,2,792790,2,3,0.3333333333333333,1-33%,NA
298,262,5.579812,0,0,0,0,0,0,0,0,0,5,792790,1,1,0,0%,NA
298,264,2.391348,0,0,1,0,0,0,0,0,0,2,792790,2,2,0.3333333333333333,1-33%,NA
298,283,3.188464,0,0,1,0,0,0,0,0,1,2,792790,2,1,0,0%,NA
298,391,7.97116,0,0,0,0,0,0,0,0,2,5,792790,2,1,0.14285714285714285,1-33%,NA
298,391,7.97116,0,0,0,0,0,0,0,0,2,5,792790,2,1,0,0%,NA
298,507,8.768276,0,0,0,0,0,0,0,0,0,5,792790,1,1,0,0%,NA
298,507,8.768276,0,0,0,0,0,0,0,0,0,5,792790,1,1,0.5,34-66%,0
298,514,5.579812,0,0,1,0,0,0,0,0,2,2,792790,2,1,0.2,1-33%,NA
298,514,5.579812,0,0,1,0,0,0,0,0,2,2,792790,2,2,0,0%,1
298,535,9.565392,0,0,0,0,0,0,0,0,2,5,792790,2,1,0,0%,NA
298,535,9.565392,0,0,0,0,0,0,0,0,2,5,792790,2,1,0,0%,NA
298,554,5.579812,1,0,1,0,0,0,0,0,2,3,792790,3,1,0.25,1-33%,NA
298,572,5.579812,0,0,0,0,0,0,0,0,2,5,792790,2,1,0.2,1-33%,NA
298,572,5.579812,0,0,0,0,0,0,0,0,2,5,792790,2,1,0,0%,NA
298,654,2.391348,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,654,2.391348,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,686,7.174044,0,0,1,0,0,0,0,0,1,2,792790,2,3,0,0%,NA
298,706,3.98558,0,0,1,0,0,0,0,0,1,2,792790,2,0,0,0%,NA
298,717,5.579812,0,0,0,0,0,0,0,0,1,5,792790,1,2,0,0%,1
298,75,3.188464,1,0,1,0,0,0,0,0,2,3,792790,3,0,0.5,34-66%,NA
298,770,0.797116,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,786,7.97116,0,0,1,0,0,0,0,0,2,2,792790,3,1,0.2857142857142857,1-33%,NA
298,873,7.174044,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,873,7.174044,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,88,3.98558,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,88,3.98558,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
298,946,2.391348,0,0,0,0,0,0,0,0,1,5,792790,1,1,0,0%,NA
299,1017,2.568006,1,1,1,0,1,1,1,1,1,4,876795,5,5,0.5,34-66%,1
299,1107,2.568006,1,1,1,0,0,0,0,0,2,3,876795,4,1,0.3333333333333333,1-33%,NA
299,1119,2.568006,1,1,1,0,1,0,0,0,2,4,876795,3,3,0,0%,NA
299,1186,3.424008,1,1,1,1,1,1,1,1,2,1,876795,5,5,0,0%,NA
299,1186,3.424008,1,1,1,1,1,1,1,1,2,1,876795,5,5,0,0%,NA
299,1217,5.992014,1,1,1,0,1,0,0,0,2,4,876795,4,3,0,0%,NA
299,1217,5.992014,1,1,1,0,1,0,0,0,2,4,876795,4,5,0,0%,NA
299,173,6.848016,1,1,1,0,0,0,0,0,2,3,876795,3,1,0.2727272727272727,1-33%,NA
299,173,6.848016,1,1,1,0,0,0,0,0,2,3,876795,3,1,0.5,34-66%,NA
299,173,6.848016,1,1,1,0,0,0,0,0,2,3,876795,3,1,0.2,1-33%,NA
299,233,5.992014,1,1,1,1,1,0,0,0,2,1,876795,5,3,0.2,1-33%,NA
299,233,5.992014,1,1,1,1,1,0,0,0,2,1,876795,5,3,0,0%,1
299,248,6.848016,1,1,1,0,1,0,0,0,2,4,876795,4,0,0.16666666666666666,1-33%,NA
299,278,2.568006,1,1,1,0,1,1,1,0,1,4,876795,5,2,0,0%,1
299,309,3.424008,1,1,1,0,1,0,0,0,2,4,876795,4,3,0,0%,NA
299,388,6.848016,1,1,1,0,1,0,0,0,2,4,876795,4,3,0,0%,NA
299,474,4.28001,1,1,1,1,1,1,0,1,1,1,876795,5,5,0,0%,NA
299,474,4.28001,1,1,1,1,1,1,0,1,1,1,876795,5,3,0,0%,NA
299,557,1.712004,0,1,1,0,0,0,0,0,2,2,876795,4,3,0.5,34-66%,NA
299,62,2.568006,1,1,1,0,1,1,0,0,2,4,876795,5,3,0,0%,NA
299,661,4.28001,1,1,1,0,1,0,0,0,2,4,876795,4,2,0.3333333333333333,1-33%,1
299,661,4.28001,1,1,1,0,1,0,0,0,2,4,876795,4,3,0,0%,NA
299,661,4.28001,1,1,1,0,1,0,0,0,2,4,876795,4,3,0.5,34-66%,NA
299,734,4.28001,1,1,1,1,1,1,1,0,2,1,876795,5,3,0,0%,NA
299,832,5.136012,1,1,1,1,1,1,0,1,2,1,876795,5,0,0.5,34-66%,0
299,832,5.136012,1,1,1,1,1,1,0,1,2,1,876795,5,0,0,0%,NA
299,865,0.856002,1,1,1,0,1,0,0,0,2,4,876795,5,5,0,0%,NA
299,881,2.568006,1,1,1,0,1,1,0,0,1,4,876795,5,3,0,0%,NA
299,895,3.424008,0,1,1,0,0,0,0,0,2,2,876795,3,0,0,0%,1
299,895,3.424008,0,1,1,0,0,0,0,0,2,2,876795,3,2,0,0%,NA
3,1005,8.74229,1,1,1,0,0,0,0,0,2,3,869690,3,2,0,0%,NA
3,1005,8.74229,1,1,1,0,0,0,0,0,2,3,869690,3,3,0.25,1-33%,0
3,1007,6.993832,1,1,1,0,0,0,0,0,2,3,869690,3,3,0.3333333333333333,1-33%,NA
3,1007,6.993832,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,1,0.25,1-33%,NA
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,1
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,1,0.375,34-66%,NA
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,2,0,0%,NA
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,0
3,1038,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0.16666666666666666,1-33%,NA
3,1072,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,1072,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,2,0.25,1-33%,NA
3,1072,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,1086,4.371145,1,1,1,1,1,0,1,0,2,1,869690,4,2,0.6666666666666666,34-66%,NA
3,1086,4.371145,1,1,1,1,1,0,1,0,2,1,869690,4,3,0,0%,NA
3,1086,4.371145,1,1,1,1,1,0,1,0,2,1,869690,4,3,0,0%,1
3,1139,4.371145,0,1,1,0,0,0,0,0,2,2,869690,3,1,0,0%,NA
3,1139,4.371145,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,191,7.868061,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,191,7.868061,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,1
3,191,7.868061,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,30,5.245374,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,368,11.364977,1,0,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,368,11.364977,1,0,1,0,0,0,0,0,2,3,869690,3,2,0,0%,NA
3,368,11.364977,1,0,1,0,0,0,0,0,2,3,869690,3,3,0.25,1-33%,0
3,368,11.364977,1,0,1,0,0,0,0,0,2,3,869690,3,4,0,0%,0
3,369,8.74229,1,1,0,0,0,0,0,0,2,3,869690,2,1,0.2,1-33%,0
3,369,8.74229,1,1,0,0,0,0,0,0,2,3,869690,2,1,0,0%,NA
3,369,8.74229,1,1,0,0,0,0,0,0,2,3,869690,2,1,0,0%,NA
3,369,8.74229,1,1,0,0,0,0,0,0,2,3,869690,2,2,0,0%,NA
3,478,5.245374,1,1,1,0,0,0,1,0,2,3,869690,4,3,0,0%,NA
3,478,5.245374,1,1,1,0,0,0,1,0,2,3,869690,4,3,0,0%,NA
3,478,5.245374,1,1,1,0,0,0,1,0,2,3,869690,4,5,0,0%,NA
3,50,7.868061,1,1,1,0,1,0,0,0,2,4,869690,3,3,0.16666666666666666,1-33%,NA
3,50,7.868061,1,1,1,0,1,0,0,0,2,4,869690,3,3,0,0%,NA
3,50,7.868061,1,1,1,0,1,0,0,0,2,4,869690,3,2,0.2857142857142857,1-33%,NA
3,552,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,2,0.14285714285714285,1-33%,0
3,552,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,552,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,1,0,0%,NA
3,552,5.245374,0,1,1,0,0,0,0,0,2,2,869690,3,3,0,0%,NA
3,62,8.74229,0,1,1,0,0,0,0,0,2,2,869690,3,2,0,0%,NA
3,62,8.74229,0,1,1,0,0,0,0,0,2,2,869690,3,1,0.1,1-33%,NA
3,62,8.74229,0,1,1,0,0,0,0,0,2,2,869690,3,2,0,0%,NA
3,652,7.868061,0,0,1,0,0,0,0,0,2,2,869690,2,3,0,0%,NA
3,652,7.868061,0,0,1,0,0,0,0,0,2,2,869690,2,3,0,0%,NA
3,652,7.868061,0,0,1,0,0,0,0,0,2,2,869690,2,3,0,0%,NA
3,665,4.371145,0,0,1,0,0,0,0,0,2,2,869690,3,3,0,0%,1
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,1,0,0%,NA
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,3,0,0%,NA
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,3,1,67+%,1
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,3,0,0%,NA
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,3,0,0%,1
3,712,9.616519,1,1,1,1,1,1,0,0,2,1,869690,5,3,0,0%,1
3,715,13.113435,1,1,1,0,0,0,0,0,2,3,869690,4,2,0,0%,NA
3,715,13.113435,1,1,1,0,0,0,0,0,2,3,869690,4,3,0,0%,NA
3,715,13.113435,1,1,1,0,0,0,0,0,2,3,869690,4,0,0,0%,NA
3,715,13.113435,1,1,1,0,0,0,0,0,2,3,869690,4,1,0,0%,NA
3,724,10.490748,0,1,1,0,0,0,0,0,2,2,869690,2,3,0.16666666666666666,1-33%,0
3,724,10.490748,0,1,1,0,0,0,0,0,2,2,869690,2,3,0,0%,NA
3,724,10.490748,0,1,1,0,0,0,0,0,2,2,869690,2,3,0,0%,NA
3,724,10.490748,0,1,1,0,0,0,0,0,2,2,869690,2,1,0,0%,NA
3,724,10.490748,0,1,1,0,0,0,0,0,2,2,869690,2,1,0.25,1-33%,NA
3,756,6.119603,0,0,0,0,0,0,0,0,2,5,869690,2,3,0.5,34-66%,NA
3,756,6.119603,0,0,0,0,0,0,0,0,2,5,869690,2,2,0.3333333333333333,1-33%,NA
3,756,6.119603,0,0,0,0,0,0,0,0,2,5,869690,2,3,0,0%,1
3,814,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,5,0,0%,1
3,814,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,1
3,814,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,814,9.616519,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,1
3,83,3.496916,1,1,1,0,1,0,0,0,2,4,869690,5,3,0,0%,NA
3,83,3.496916,1,1,1,0,1,0,0,0,2,4,869690,5,3,0,0%,NA
3,83,3.496916,1,1,1,0,1,0,0,0,2,4,869690,5,3,0,0%,NA
3,845,7.868061,0,1,0,0,0,0,0,0,2,5,869690,3,2,0.2,1-33%,NA
3,845,7.868061,0,1,0,0,0,0,0,0,2,5,869690,3,1,0,0%,NA
3,863,6.119603,1,1,1,0,0,0,0,0,2,3,869690,3,2,0.4444444444444444,34-66%,NA
3,863,6.119603,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,863,6.119603,1,1,1,0,0,0,0,0,2,3,869690,3,3,0,0%,NA
3,879,4.371145,1,1,1,0,1,0,0,0,2,4,869690,3,1,0.5,34-66%,NA
3,879,4.371145,1,1,1,0,1,0,0,0,2,4,869690,3,3,0,0%,NA
3,879,4.371145,1,1,1,0,1,0,0,0,2,4,869690,3,3,0,0%,1
3,896,10.490748,1,1,1,0,0,0,0,0,2,3,869690,3,2,0,0%,0
3,896,10.490748,1,1,1,0,0,0,0,0,2,3,869690,3,2,0.6666666666666666,34-66%,NA
3,932,8.74229,1,1,1,0,1,1,1,1,2,4,869690,5,5,0,0%,NA
3,932,8.74229,1,1,1,0,1,1,1,1,2,4,869690,5,2,0,0%,NA
3,932,8.74229,1,1,1,0,1,1,1,1,2,4,869690,5,3,0,0%,1
3,957,4.371145,1,1,1,0,0,0,0,0,2,3,869690,4,3,0,0%,1
3,957,4.371145,1,1,1,0,0,0,0,0,2,3,869690,4,3,0,0%,NA
30,1114,7.018887,0,0,1,0,0,0,0,0,1,2,2448301,1,0,0,0%,NA
30,1117,9.358516,0,1,0,0,0,0,0,0,2,5,2448301,2,1,0.6,34-66%,NA
30,112,7.018887,0,1,0,0,0,0,0,0,2,5,2448301,2,2,0.4,34-66%,NA
30,1172,9.358516,0,0,0,0,0,0,0,0,1,5,2448301,1,0,0,0%,NA
30,130,9.358516,0,0,1,0,0,0,0,0,1,2,2448301,2,0,0,0%,NA
30,18,18.717032,0,0,1,0,0,0,0,0,2,2,2448301,2,0,0.1111111111111111,1-33%,NA
30,18,18.717032,0,0,1,0,0,0,0,0,2,2,2448301,2,3,0,0%,NA
30,255,7.018887,0,0,1,0,0,0,0,0,2,2,2448301,2,0,0,0%,NA
30,399,16.377403,0,1,1,0,0,0,0,0,1,2,2448301,1,0,0.14285714285714285,1-33%,NA
30,481,2.339629,0,0,0,0,0,0,0,0,1,5,2448301,1,1,0,0%,NA
30,507,14.037774,0,0,1,0,0,0,0,0,1,2,2448301,1,0,0,0%,NA
30,56,25.735919,0,0,1,0,0,0,0,0,0,2,2448301,1,1,0.2857142857142857,1-33%,NA
30,56,25.735919,0,0,1,0,0,0,0,0,0,2,2448301,1,0,0.3333333333333333,1-33%,NA
30,586,16.377403,0,0,1,0,0,0,0,0,2,2,2448301,2,0,0,0%,NA
30,586,16.377403,0,0,1,0,0,0,0,0,2,2,2448301,2,0,0,0%,NA
30,603,9.358516,0,0,0,0,0,0,0,0,0,5,2448301,1,3,0.25,1-33%,NA
30,644,9.358516,0,0,1,0,0,0,0,0,2,2,2448301,2,0,0.25,1-33%,NA
30,71,28.075548,0,1,1,0,0,0,0,0,2,2,2448301,2,1,0.2222222222222222,1-33%,NA
30,71,28.075548,0,1,1,0,0,0,0,0,2,2,2448301,2,2,0,0%,NA
30,71,28.075548,0,1,1,0,0,0,0,0,2,2,2448301,2,1,0,0%,NA
30,714,7.018887,0,0,1,0,0,0,0,0,2,2,2448301,2,3,0,0%,NA
30,876,14.037774,1,0,1,0,0,0,0,0,2,3,2448301,2,2,0.2,1-33%,NA
30,884,16.377403,0,0,0,0,0,0,0,0,2,5,2448301,2,1,0.4,34-66%,NA
30,908,14.037774,0,0,0,0,0,0,0,0,2,5,2448301,2,1,0.3333333333333333,1-33%,NA
30,986,2.339629,0,0,0,0,0,0,0,0,1,5,2448301,1,1,0.25,1-33%,NA
300,1006,15.843656,1,1,1,1,0,1,1,1,2,3,4165203,5,3,0,0%,NA
300,1072,27.726398,1,1,1,0,1,1,1,0,2,4,4165203,5,5,0,0%,NA
300,1086,15.843656,0,1,0,0,0,0,0,0,2,5,4165203,2,3,0,0%,NA
300,1109,3.960914,1,1,1,1,1,1,1,1,2,1,4165203,5,5,0.3333333333333333,1-33%,NA
300,1197,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0,0%,NA
300,1197,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,4,4,0,0%,NA
300,1197,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0,0%,NA
300,179,27.726398,1,1,1,1,0,1,0,1,2,3,4165203,5,3,0,0%,0
300,193,19.80457,1,1,1,1,1,1,1,0,2,1,4165203,5,3,0,0%,1
300,2,39.60914,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0,0%,NA
300,2,39.60914,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0,0%,NA
300,2,39.60914,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0,0%,NA
300,395,39.60914,1,1,1,0,1,0,0,0,2,4,4165203,4,3,0.16666666666666666,1-33%,NA
300,43,11.882742,1,1,1,0,1,0,0,0,2,4,4165203,4,3,0,0%,NA
300,43,11.882742,1,1,1,0,1,0,0,0,2,4,4165203,4,3,0,0%,NA
300,493,11.882742,1,1,1,0,1,1,0,0,2,4,4165203,4,3,0.5,34-66%,NA
300,529,23.765484,1,1,1,0,1,0,0,0,2,4,4165203,5,1,0,0%,NA
300,554,31.687312,1,1,1,0,1,1,0,1,2,4,4165203,5,2,0.14285714285714285,1-33%,NA
300,554,31.687312,1,1,1,0,1,1,0,1,2,4,4165203,5,4,0,0%,NA
300,554,31.687312,1,1,1,0,1,1,0,1,2,4,4165203,5,5,0,0%,NA
300,554,31.687312,1,1,1,0,1,1,0,1,2,4,4165203,5,3,0,0%,NA
300,554,31.687312,1,1,1,0,1,1,0,1,2,4,4165203,5,3,0,0%,NA
300,647,11.882742,1,1,1,0,1,1,0,1,2,4,4165203,5,3,0,0%,NA
300,670,19.80457,1,1,1,1,1,1,0,0,2,1,4165203,5,3,0,0%,0
300,670,19.80457,1,1,1,1,1,1,0,0,2,1,4165203,5,5,0,0%,NA
300,700,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,5,2,0,0%,NA
300,700,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,5,4,0,0%,1
300,700,27.726398,1,1,1,0,1,1,0,0,2,4,4165203,5,4,0,0%,1
300,761,23.765484,1,1,1,0,1,0,0,0,2,4,4165203,4,2,0,0%,1
300,92,27.726398,1,1,1,1,0,1,1,1,2,3,4165203,5,3,0.2,1-33%,NA
300,92,27.726398,1,1,1,1,0,1,1,1,2,3,4165203,5,3,0,0%,NA
300,92,27.726398,1,1,1,1,0,1,1,1,2,3,4165203,5,3,0,0%,NA
300,930,27.726398,1,1,1,0,1,0,0,0,2,4,4165203,4,2,0,0%,NA
300,997,19.80457,1,1,1,1,1,1,1,0,2,1,4165203,5,4,0,0%,1
301,1067,2.22432,0,1,1,0,0,0,0,0,2,2,276596,4,2,0,0%,NA
301,1067,2.22432,0,1,1,0,0,0,0,0,2,2,276596,4,4,0,0%,1
301,1067,2.22432,0,1,1,0,0,0,0,0,2,2,276596,4,3,0,0%,NA
301,107,1.94628,1,1,1,1,1,0,0,0,2,1,276596,4,3,0,0%,NA
301,1122,1.11216,1,1,1,0,1,1,0,0,2,4,276596,5,3,0,0%,NA
301,1146,1.66824,1,1,1,0,0,0,0,0,2,3,276596,3,1,0.1111111111111111,1-33%,NA
301,1146,1.66824,1,1,1,0,0,0,0,0,2,3,276596,3,3,0,0%,NA
301,1164,1.11216,0,1,1,0,0,1,0,0,2,2,276596,4,3,0,0%,NA
301,1168,1.3902,1,1,1,1,1,1,0,0,2,1,276596,4,3,0.3333333333333333,1-33%,NA
301,1168,1.3902,1,1,1,1,1,1,0,0,2,1,276596,4,3,0,0%,NA
301,16,1.94628,0,1,1,0,0,0,0,0,2,2,276596,3,3,0,0%,1
301,162,0.83412,1,1,1,0,1,1,0,0,2,4,276596,4,2,0.5,34-66%,NA
301,166,1.11216,1,1,1,0,0,0,0,0,2,3,276596,4,3,0.25,1-33%,NA
301,220,1.94628,1,1,1,0,0,0,0,0,2,3,276596,3,2,0,0%,NA
301,249,1.66824,1,1,1,0,0,0,0,0,2,3,276596,3,3,0.2857142857142857,1-33%,NA
301,291,0.55608,1,1,1,0,0,0,0,0,2,3,276596,4,3,0,0%,NA
301,322,1.66824,1,1,1,0,1,0,0,0,2,4,276596,4,1,0,0%,NA
301,343,1.11216,0,1,1,0,0,0,0,0,2,2,276596,4,3,0.25,1-33%,1
301,347,1.11216,0,1,1,0,0,0,0,0,2,2,276596,3,1,0.375,34-66%,NA
301,380,1.3902,0,0,1,0,0,0,0,0,2,2,276596,3,3,0.25,1-33%,NA
301,380,1.3902,0,0,1,0,0,0,0,0,2,2,276596,3,3,0,0%,NA
301,409,1.11216,0,1,1,0,0,0,0,0,2,2,276596,3,1,0.5,34-66%,NA
301,417,0.83412,0,0,1,0,0,0,0,0,2,2,276596,3,3,0,0%,NA
301,417,0.83412,0,0,1,0,0,0,0,0,2,2,276596,3,3,0,0%,NA
301,549,1.3902,0,0,1,0,0,0,0,0,2,2,276596,2,2,0,0%,1
301,568,2.22432,1,1,1,1,0,1,1,0,2,3,276596,5,5,0,0%,0
301,568,2.22432,1,1,1,1,0,1,1,0,2,3,276596,5,4,0,0%,NA
301,568,2.22432,1,1,1,1,0,1,1,0,2,3,276596,5,3,0,0%,NA
301,568,2.22432,1,1,1,1,0,1,1,0,2,3,276596,5,5,0,0%,NA
301,626,1.11216,1,1,1,1,1,0,0,0,2,1,276596,5,3,0,0%,1
301,632,1.11216,0,1,1,0,0,0,0,0,2,2,276596,3,2,0,0%,NA
301,632,1.11216,0,1,1,0,0,0,0,0,2,2,276596,3,3,0,0%,1
301,681,2.22432,1,1,1,0,0,0,0,0,2,3,276596,3,1,1,67+%,NA
301,771,0.83412,1,1,1,0,1,1,0,0,2,4,276596,5,3,0,0%,NA
301,771,0.83412,1,1,1,0,1,1,0,0,2,4,276596,5,3,0,0%,NA
301,935,1.94628,1,1,1,0,1,0,0,0,2,4,276596,3,3,0.16666666666666666,1-33%,1
301,935,1.94628,1,1,1,0,1,0,0,0,2,4,276596,3,2,0,0%,NA
301,974,1.94628,0,0,1,0,0,0,0,0,2,2,276596,2,1,0,0%,1
301,974,1.94628,0,0,1,0,0,0,0,0,2,2,276596,2,3,0,0%,NA
301,974,1.94628,0,0,1,0,0,0,0,0,2,2,276596,2,3,0,0%,NA
301,990,1.3902,1,1,1,0,1,0,0,0,2,4,276596,4,2,0.3333333333333333,1-33%,NA
301,990,1.3902,1,1,1,0,1,0,0,0,2,4,276596,4,3,0,0%,NA
302,1159,1.077015,0,0,0,0,0,0,0,0,0,5,1070655,1,0,1,67+%,NA
302,12,11.847165,0,0,0,0,0,0,0,0,0,5,1070655,1,3,0,0%,NA
302,12,11.847165,0,0,0,0,0,0,0,0,0,5,1070655,1,2,0,0%,0
302,1205,5.385075,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0,0%,NA
302,174,4.30806,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0.25,1-33%,NA
302,18,11.847165,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0.3076923076923077,1-33%,NA
302,18,11.847165,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0.16666666666666666,1-33%,NA
302,18,11.847165,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0.625,34-66%,NA
302,314,4.30806,0,0,0,0,0,0,0,0,0,5,1070655,1,0,0,0%,NA
302,327,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0.3333333333333333,1-33%,NA
302,327,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,2,0,0%,NA
302,390,2.15403,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0,0%,NA
302,396,4.30806,0,0,1,0,0,0,0,0,0,2,1070655,2,0,0,0%,NA
302,408,6.46209,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0.2,1-33%,NA
302,420,5.385075,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0.25,1-33%,NA
302,430,6.46209,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0,0%,NA
302,434,6.46209,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0,0%,NA
302,434,6.46209,0,0,1,0,0,0,0,0,0,2,1070655,1,2,0,0%,NA
302,554,5.385075,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0.14285714285714285,1-33%,NA
302,56,2.15403,0,0,0,0,0,0,0,0,0,5,1070655,1,0,0,0%,NA
302,647,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0.125,1-33%,NA
302,647,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,3,0,0%,NA
302,647,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,3,0,0%,NA
302,689,7.539105,0,0,1,0,0,0,0,0,0,2,1070655,1,1,0,0%,NA
302,76,6.46209,0,0,1,0,0,0,0,0,2,2,1070655,2,1,0.2,1-33%,NA
302,847,5.385075,0,0,1,0,0,0,0,0,2,2,1070655,2,1,0,0%,NA
302,909,9.693135,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0.2222222222222222,1-33%,NA
302,93,6.46209,0,0,1,0,0,0,0,0,0,2,1070655,1,0,0,0%,NA
303,1050,3.084344,1,1,1,0,0,0,0,0,2,3,383309,2,3,0,0%,NA
303,1092,1.927715,0,1,1,0,0,0,0,0,2,2,383309,2,2,0,0%,NA
303,1115,0.771086,0,1,1,0,0,0,0,0,2,2,383309,3,3,0,0%,NA
303,1125,2.698801,0,1,1,0,0,0,0,0,2,2,383309,2,2,0,0%,NA
303,1125,2.698801,0,1,1,0,0,0,0,0,2,2,383309,2,3,0,0%,1
303,1154,0.385543,0,1,1,0,0,0,0,0,2,2,383309,3,3,0,0%,NA
303,1154,0.385543,0,1,1,0,0,0,0,0,2,2,383309,3,1,0,0%,NA
303,1154,0.385543,0,1,1,0,0,0,0,0,2,2,383309,3,3,0,0%,1
303,1154,0.385543,0,1,1,0,0,0,0,0,2,2,383309,3,2,0,0%,1
303,1154,0.385543,0,1,1,0,0,0,0,0,2,2,383309,3,3,0,0%,1
303,242,0.771086,1,1,1,0,0,0,0,0,2,3,383309,3,0,0,0%,NA
