hv001,hv002,wt,hv208,hv206,hv243a,sh121m,sh121o,hv209,hv247,sh122h,roof,id,v005,v190,v149,deceas,de_cat,health
1,1040,3.009105,0,0,1,0,0,0,0,0,2,2,990064,3,1,0,0%,NA
1,1052,3.009105,0,1,1,0,0,0,0,0,2,2,990064,2,1,0,0%,NA
1,1082,2.00607,0,0,1,0,0,0,0,0,2,2,990064,2,0,0.14285714285714285,1-33%,NA
1,1103,9.027315,0,0,1,0,0,0,0,0,2,2,990064,2,0,0,0%,NA
1,1103,9.027315,0,0,1,0,0,0,0,0,2,2,990064,2,0,0,0%,1
1,1113,7.021245,0,0,0,0,0,0,0,0,0,5,990064,2,1,0,0%,1
1,1128,6.01821,0,1,1,0,0,0,1,0,2,2,990064,3,0,0,0%,NA
1,1204,7.021245,0,0,1,0,0,0,0,0,2,2,990064,2,2,0,0%,NA
1,125,7.021245,1,0,1,0,0,0,0,0,2,3,990064,2,3,0.25,1-33%,NA
1,125,7.021245,1,0,1,0,0,0,0,0,2,3,990064,2,0,0,0%,NA
1,147,6.01821,1,1,1,0,0,0,1,0,1,3,990064,4,3,0,0%,NA
1,147,6.01821,1,1,1,0,0,0,1,0,1,3,990064,4,2,0,0%,NA
1,191,3.009105,0,1,1,0,0,0,0,0,2,2,990064,3,0,0,0%,NA
1,191,3.009105,0,1,1,0,0,0,0,0,2,2,990064,3,1,0,0%,NA
1,198,6.01821,1,1,1,0,0,0,0,0,2,3,990064,3,2,0,0%,NA
1,252,9.027315,1,1,1,0,0,1,0,0,2,3,990064,3,0,0,0%,NA
1,310,7.021245,0,0,1,0,0,0,0,0,2,2,990064,2,2,0,0%,NA
1,334,6.01821,0,0,1,0,0,0,0,0,2,2,990064,2,1,0.1111111111111111,1-33%,NA
1,341,7.021245,0,1,1,0,0,0,0,0,2,2,990064,2,0,0.25,1-33%,NA
1,341,7.021245,0,1,1,0,0,0,0,0,2,2,990064,2,1,0,0%,NA
1,345,1.003035,0,1,1,0,0,0,0,0,2,2,990064,3,0,0,0%,NA
1,436,4.01214,0,0,1,0,0,0,0,0,2,2,990064,3,0,0,0%,NA
1,562,7.021245,0,1,1,0,0,0,0,0,2,2,990064,3,1,0.25,1-33%,NA
1,562,7.021245,0,1,1,0,0,0,0,0,2,2,990064,3,1,0,0%,NA
1,803,2.00607,1,1,1,0,0,0,0,0,2,3,990064,3,2,0,0%,1
1,819,5.015175,0,0,1,0,0,0,0,0,2,2,990064,3,1,0,0%,NA
1,897,8.02428,1,1,0,0,0,0,0,0,2,3,990064,3,0,0.15384615384615385,1-33%,NA
1,955,2.00607,1,1,1,0,0,1,0,0,2,3,990064,4,1,0,0%,NA
10,1005,2.207492,0,0,1,0,0,0,0,0,0,2,316112,1,0,0.14285714285714285,1-33%,NA
10,1005,2.207492,0,0,1,0,0,0,0,0,0,2,316112,1,1,0,0%,NA
10,1059,3.15356,1,1,0,0,1,0,0,0,2,4,316112,3,3,0,0%,0
10,1059,3.15356,1,1,0,0,1,0,0,0,2,4,316112,3,3,0,0%,NA
10,1059,3.15356,1,1,0,0,1,0,0,0,2,4,316112,3,3,0,0%,NA
10,1133,1.892136,0,0,1,0,0,0,0,0,0,2,316112,1,1,0,0%,NA
10,1198,1.261424,0,0,1,0,0,0,0,0,2,2,316112,2,1,0,0%,NA
10,166,2.838204,0,1,1,0,0,0,0,0,2,2,316112,3,1,0,0%,NA
10,166,2.838204,0,1,1,0,0,0,0,0,2,2,316112,3,1,0,0%,0
10,249,2.207492,0,0,1,0,0,0,0,0,0,2,316112,1,2,0,0%,NA
10,271,2.522848,0,0,1,0,0,0,0,0,0,2,316112,2,0,0.2727272727272727,1-33%,NA
10,271,2.522848,0,0,1,0,0,0,0,0,0,2,316112,2,0,1,67+%,NA
10,355,0.630712,0,0,0,0,0,0,0,0,0,5,316112,1,1,0,0%,NA
10,446,1.57678,0,1,1,0,0,0,0,0,0,2,316112,1,1,0,0%,NA
10,45,2.522848,0,0,0,0,0,0,0,0,0,5,316112,1,0,0,0%,NA
10,45,2.522848,0,0,0,0,0,0,0,0,0,5,316112,1,0,0,0%,NA
10,555,1.57678,0,0,1,0,0,0,0,0,2,2,316112,2,3,0,0%,1
10,57,1.892136,0,0,1,0,0,0,0,0,0,2,316112,1,0,0.3333333333333333,1-33%,0
10,574,1.261424,0,0,1,0,0,0,0,0,0,2,316112,2,1,0.3333333333333333,1-33%,NA
10,687,0.630712,0,0,0,0,0,0,0,0,2,5,316112,2,1,0.5,34-66%,0
10,688,1.57678,0,0,1,0,0,0,0,0,0,2,316112,1,0,0.7,67+%,NA
10,715,1.892136,0,0,0,0,0,0,0,0,0,5,316112,1,0,0,0%,0
10,719,0.946068,0,0,1,0,0,0,0,0,2,2,316112,2,3,0,0%,NA
10,755,1.57678,0,0,1,0,0,0,0,0,2,2,316112,2,3,0,0%,NA
10,778,1.57678,0,0,1,0,0,0,0,0,0,2,316112,1,0,0,0%,NA
10,778,1.57678,0,0,1,0,0,0,0,0,0,2,316112,1,0,0,0%,NA
10,78,0.630712,0,0,0,0,0,0,0,0,0,5,316112,1,0,0.5,34-66%,NA
10,92,2.207492,0,0,1,0,0,0,0,0,0,2,316112,1,0,0,0%,NA
10,92,2.207492,0,0,1,0,0,0,0,0,0,2,316112,1,1,0,0%,NA
10,959,2.522848,0,0,1,0,0,0,0,0,0,2,316112,1,3,0,0%,NA
10,959,2.522848,0,0,1,0,0,0,0,0,0,2,316112,1,3,0,0%,NA
10,979,2.207492,1,1,1,0,0,0,0,0,2,3,316112,3,1,0.2,1-33%,0
10,994,0.946068,0,0,0,0,0,0,0,0,0,5,316112,1,1,0,0%,NA
100,1046,1.940658,0,0,1,0,0,0,0,0,2,2,643138,3,3,0,0%,NA
100,1060,3.881316,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,NA
100,1060,3.881316,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,NA
100,1064,5.821974,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,NA
100,1064,5.821974,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,1
100,1164,1.940658,1,1,1,0,1,0,0,0,2,4,643138,3,3,0.25,1-33%,NA
100,117,1.940658,1,1,1,0,1,0,0,1,2,4,643138,3,3,0,0%,NA
100,117,1.940658,1,1,1,0,1,0,0,1,2,4,643138,3,3,0,0%,NA
100,1186,1.293772,0,0,1,0,0,0,1,0,2,2,643138,3,3,0,0%,NA
100,144,2.587544,0,0,1,0,0,0,0,0,2,2,643138,2,2,0.16666666666666666,1-33%,NA
100,224,5.175088,1,1,1,0,1,0,0,0,2,4,643138,3,0,0.5,34-66%,NA
100,224,5.175088,1,1,1,0,1,0,0,0,2,4,643138,3,3,0,0%,NA
100,298,1.940658,0,0,1,0,0,0,0,0,2,2,643138,2,3,0,0%,1
100,308,1.293772,0,0,1,0,0,0,0,0,2,2,643138,2,1,0,0%,NA
100,400,2.587544,1,1,1,1,0,0,0,0,2,3,643138,3,2,0,0%,NA
100,531,5.175088,1,1,1,0,1,0,0,0,2,4,643138,3,1,0.14285714285714285,1-33%,0
100,531,5.175088,1,1,1,0,1,0,0,0,2,4,643138,3,4,0,0%,NA
100,531,5.175088,1,1,1,0,1,0,0,0,2,4,643138,3,3,0,0%,NA
100,538,1.293772,1,1,1,0,0,0,0,0,2,3,643138,3,2,0,0%,NA
100,538,1.293772,1,1,1,0,0,0,0,0,2,3,643138,3,3,0,0%,NA
100,542,3.881316,1,1,1,0,1,0,1,0,2,4,643138,3,3,0,0%,0
100,542,3.881316,1,1,1,0,1,0,1,0,2,4,643138,3,3,0,0%,NA
100,542,3.881316,1,1,1,0,1,0,1,0,2,4,643138,3,3,0,0%,1
100,6,2.587544,1,1,1,0,1,0,0,0,2,4,643138,3,2,0,0%,0
100,637,3.881316,1,1,1,0,1,1,1,1,2,4,643138,5,3,0,0%,0
100,637,3.881316,1,1,1,0,1,1,1,1,2,4,643138,5,5,0,0%,1
100,663,5.821974,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,NA
100,663,5.821974,0,1,1,0,0,0,0,0,2,2,643138,2,3,0,0%,NA
100,798,2.587544,1,1,1,0,0,0,0,0,2,3,643138,3,2,0.1,1-33%,NA
100,798,2.587544,1,1,1,0,0,0,0,0,2,3,643138,3,2,0.3333333333333333,1-33%,NA
100,922,3.881316,0,1,1,0,0,0,0,0,2,2,643138,3,3,0,0%,NA
100,922,3.881316,0,1,1,0,0,0,0,0,2,2,643138,3,2,0.25,1-33%,NA
100,922,3.881316,0,1,1,0,0,0,0,0,2,2,643138,3,3,0,0%,NA
100,934,1.293772,1,1,1,0,0,0,0,0,2,3,643138,3,3,0,0%,NA
101,1004,0.877806,0,1,1,0,0,0,0,0,2,2,870101,3,3,0,0%,NA
101,1036,1.755612,1,1,1,0,1,1,0,0,2,4,870101,4,2,0,0%,NA
101,1162,2.633418,1,1,1,1,1,1,1,1,2,1,870101,5,3,0,0%,NA
101,1178,1.755612,0,1,1,0,0,0,0,0,2,2,870101,4,3,0,0%,NA
101,1193,0.877806,1,1,1,0,1,0,0,0,2,4,870101,4,3,0,0%,NA
101,153,4.38903,1,1,1,0,1,0,0,0,2,4,870101,4,3,0.25,1-33%,NA
101,193,3.511224,0,1,1,0,0,0,0,0,2,2,870101,4,3,0,0%,NA
101,211,4.38903,0,1,1,0,0,0,0,0,2,2,870101,3,2,0,0%,NA
101,341,0.877806,1,0,1,1,1,0,0,0,2,1,870101,4,3,0,0%,NA
101,422,2.633418,1,1,1,0,1,1,0,0,2,4,870101,4,3,0,0%,NA
101,425,8.77806,1,1,1,1,1,1,1,0,2,1,870101,5,3,0,0%,NA
101,444,2.633418,1,1,1,1,1,1,1,1,2,1,870101,5,3,0,0%,NA
101,444,2.633418,1,1,1,1,1,1,1,1,2,1,870101,5,3,0,0%,0
101,507,4.38903,1,1,1,0,1,1,1,1,2,4,870101,5,5,0,0%,NA
101,507,4.38903,1,1,1,0,1,1,1,1,2,4,870101,5,3,0,0%,NA
101,559,4.38903,1,1,1,0,0,1,0,0,2,3,870101,4,3,0,0%,NA
101,596,0.877806,1,1,1,1,1,1,0,0,2,1,870101,5,4,0,0%,1
101,636,3.511224,1,1,1,0,1,1,0,0,2,4,870101,4,3,0,0%,0
101,695,4.38903,0,1,1,0,0,0,0,0,2,2,870101,3,3,0,0%,NA
101,802,1.755612,1,1,1,0,0,0,0,0,2,3,870101,4,2,0,0%,0
101,847,5.266836,1,1,1,0,1,0,0,0,2,4,870101,3,2,0,0%,0
101,847,5.266836,1,1,1,0,1,0,0,0,2,4,870101,3,1,0,0%,1
102,1040,6.470596,0,0,1,0,0,0,0,0,2,2,1608277,2,0,0.5,34-66%,NA
102,1040,6.470596,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0,0%,1
102,1040,6.470596,0,0,1,0,0,0,0,0,2,2,1608277,2,3,0,0%,NA
102,1092,19.411788,0,0,1,0,0,0,0,1,2,2,1608277,3,2,0.25,1-33%,NA
102,1092,19.411788,0,0,1,0,0,0,0,1,2,2,1608277,3,3,0,0%,NA
102,1130,8.088245,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0.5,34-66%,NA
102,207,4.852947,0,0,0,0,0,0,0,0,2,5,1608277,1,0,0.14285714285714285,1-33%,NA
102,207,4.852947,0,0,0,0,0,0,0,0,2,5,1608277,1,2,0,0%,NA
102,216,8.088245,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0.2222222222222222,1-33%,NA
102,216,8.088245,0,0,1,0,0,0,0,0,2,2,1608277,2,3,0.42857142857142855,34-66%,NA
102,278,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,3,3,0,0%,NA
102,361,9.705894,0,0,1,0,0,0,0,0,2,2,1608277,3,3,0,0%,NA
102,362,8.088245,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0,0%,NA
102,362,8.088245,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0,0%,NA
102,413,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0,0%,NA
102,413,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0,0%,NA
102,414,4.852947,0,0,0,0,0,0,0,0,2,5,1608277,2,3,0,0%,NA
102,417,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0.14285714285714285,1-33%,NA
102,433,3.235298,0,0,0,0,0,0,0,0,2,5,1608277,3,1,0,0%,NA
102,463,3.235298,0,0,1,0,0,0,0,0,2,2,1608277,3,3,0.14285714285714285,1-33%,NA
102,463,3.235298,0,0,1,0,0,0,0,0,2,2,1608277,3,2,0,0%,NA
102,467,11.323543,0,0,1,0,0,0,0,0,2,2,1608277,3,2,0.2,1-33%,NA
102,489,9.705894,0,0,1,0,0,0,0,0,2,2,1608277,3,2,0,0%,NA
102,537,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0,0%,NA
102,537,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,3,0,0%,NA
102,594,6.470596,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0.25,1-33%,NA
102,605,6.470596,1,0,1,1,1,0,0,0,2,1,1608277,5,1,0.5,34-66%,NA
102,605,6.470596,1,0,1,1,1,0,0,0,2,1,1608277,5,2,0,0%,NA
102,657,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,3,2,0.25,1-33%,NA
102,657,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,3,3,0,0%,NA
102,657,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,3,3,0,0%,NA
102,669,4.852947,0,0,1,0,0,0,0,0,2,2,1608277,2,3,0,0%,0
102,694,9.705894,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0.25,1-33%,NA
102,694,9.705894,0,0,1,0,0,0,0,0,2,2,1608277,2,1,1,67+%,NA
102,739,1.617649,0,0,1,0,0,0,0,0,2,2,1608277,3,2,0,0%,NA
102,777,12.941192,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0.1,1-33%,NA
102,830,6.470596,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0,0%,1
102,960,1.617649,0,0,1,0,0,0,0,0,2,2,1608277,3,5,0,0%,NA
102,975,1.617649,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0,0%,NA
102,975,1.617649,0,0,1,0,0,0,0,0,2,2,1608277,2,1,0,0%,NA
102,975,1.617649,0,0,1,0,0,0,0,0,2,2,1608277,2,2,0,0%,NA
105,1028,8.547825,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0.14285714285714285,1-33%,NA
105,103,6.83826,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0.5454545454545454,34-66%,NA
105,1169,6.83826,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0.5,34-66%,NA
105,1178,8.547825,0,0,1,0,0,0,0,0,2,2,1699469,2,1,0.25,1-33%,NA
105,168,8.547825,0,0,0,0,0,0,0,0,0,5,1699469,1,1,0.1,1-33%,NA
105,168,8.547825,0,0,0,0,0,0,0,0,0,5,1699469,1,3,0,0%,NA
105,273,17.09565,0,0,0,0,0,0,0,0,2,5,1699469,2,0,0.16666666666666666,1-33%,NA
105,273,17.09565,0,0,0,0,0,0,0,0,2,5,1699469,2,0,0,0%,NA
105,287,6.83826,0,0,1,0,0,0,0,0,2,2,1699469,3,2,0,0%,NA
105,365,15.386085,0,0,1,0,0,0,0,0,0,2,1699469,1,0,0.3333333333333333,1-33%,NA
105,380,13.67652,0,0,1,0,0,0,0,0,2,2,1699469,1,0,0.2857142857142857,1-33%,NA
105,411,6.83826,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0,0%,NA
105,446,5.128695,0,0,1,0,0,0,0,0,0,2,1699469,2,0,0,0%,NA
105,470,3.41913,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0,0%,NA
105,55,10.25739,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0.3333333333333333,1-33%,NA
105,55,10.25739,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0,0%,NA
105,595,17.09565,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0,0%,NA
105,595,17.09565,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0.4,34-66%,NA
105,606,8.547825,0,0,1,0,0,0,0,0,2,2,1699469,2,3,0,0%,NA
105,607,18.805215,0,1,1,0,0,0,0,0,2,2,1699469,3,0,0,0%,NA
105,607,18.805215,0,1,1,0,0,0,0,0,2,2,1699469,3,1,0,0%,NA
105,677,11.966955,0,0,1,0,0,0,0,0,0,2,1699469,1,0,0,0%,0
105,677,11.966955,0,0,1,0,0,0,0,0,0,2,1699469,1,1,0,0%,NA
105,705,6.83826,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0,0%,NA
105,709,27.35304,0,0,1,0,0,0,0,0,2,2,1699469,3,0,0.14285714285714285,1-33%,NA
105,709,27.35304,0,0,1,0,0,0,0,0,2,2,1699469,3,1,0,0%,NA
105,709,27.35304,0,0,1,0,0,0,0,0,2,2,1699469,3,1,0,0%,NA
105,709,27.35304,0,0,1,0,0,0,0,0,2,2,1699469,3,1,0.5,34-66%,NA
105,752,13.67652,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0,0%,NA
105,752,13.67652,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0.8,67+%,NA
105,753,5.128695,0,0,1,0,0,0,0,0,2,2,1699469,2,1,0.25,1-33%,NA
105,753,5.128695,0,0,1,0,0,0,0,0,2,2,1699469,2,0,0,0%,NA
105,753,5.128695,0,0,1,0,0,0,0,0,2,2,1699469,2,1,0,0%,NA
105,873,8.547825,0,0,0,0,0,0,0,0,0,5,1699469,1,0,0,0%,NA
105,980,10.25739,0,0,1,0,0,0,0,0,0,2,1699469,1,0,0.2,1-33%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
105,984,35.900865,0,0,0,0,0,0,0,0,2,5,1699469,1,0,0,0%,NA
106,1055,1.762632,1,1,1,0,0,0,0,0,2,3,436790,4,1,0,0%,NA
106,1127,1.321974,0,1,1,0,0,0,0,0,2,2,436790,3,5,0,0%,NA
106,1190,0.440658,0,0,0,0,0,0,0,0,2,5,436790,2,1,0.8181818181818182,67+%,NA
106,1220,3.084606,0,1,1,0,0,0,0,1,2,2,436790,3,1,0.25,1-33%,0
106,184,3.084606,0,0,1,0,0,0,0,0,2,2,436790,2,2,0,0%,1
106,184,3.084606,0,0,1,0,0,0,0,0,2,2,436790,2,3,0,0%,1
106,185,2.20329,0,1,1,1,0,0,1,0,2,2,436790,4,3,0,0%,NA
106,294,1.321974,0,0,1,0,0,0,0,0,2,2,436790,3,2,0,0%,NA
106,299,3.084606,1,1,1,0,1,0,0,0,2,4,436790,4,2,0,0%,NA
106,325,3.084606,0,1,1,0,0,0,0,1,2,2,436790,3,3,0,0%,NA
106,325,3.084606,0,1,1,0,0,0,0,1,2,2,436790,3,3,0,0%,NA
106,349,0.440658,0,1,1,0,0,0,0,0,2,2,436790,2,3,0,0%,NA
106,422,1.321974,0,0,1,0,0,0,0,0,2,2,436790,3,0,0,0%,NA
106,46,1.762632,0,0,1,1,0,0,0,0,2,2,436790,2,1,0,0%,NA
106,550,0.440658,1,0,1,0,1,0,0,0,2,4,436790,3,0,0,0%,NA
106,576,3.965922,1,1,1,0,1,0,0,0,2,4,436790,4,3,0,0%,NA
106,576,3.965922,1,1,1,0,1,0,0,0,2,4,436790,4,3,0,0%,NA
106,589,4.40658,1,0,1,0,0,0,0,0,2,3,436790,3,3,0.14285714285714285,1-33%,NA
106,601,3.965922,0,1,1,0,0,0,0,0,2,2,436790,2,1,0,0%,1
106,601,3.965922,0,1,1,0,0,0,0,0,2,2,436790,2,3,0,0%,NA
106,662,2.643948,0,1,1,0,0,1,0,0,2,2,436790,4,3,0,0%,NA
106,793,1.762632,0,1,1,0,0,0,0,0,2,2,436790,2,3,0,0%,NA
106,833,3.965922,1,1,1,0,0,1,1,0,2,3,436790,4,3,0,0%,0
106,841,1.321974,0,1,1,0,0,0,0,0,2,2,436790,3,3,0,0%,1
106,897,1.321974,0,1,1,0,0,0,0,0,2,2,436790,3,3,0,0%,NA
106,943,3.525264,1,1,1,0,1,1,1,0,2,4,436790,4,3,0,0%,NA
107,1031,0.825176,0,1,1,0,0,0,0,0,2,2,422610,4,3,0.3333333333333333,1-33%,NA
107,12,1.650352,1,1,1,1,1,1,1,1,2,1,422610,5,5,0,0%,NA
107,12,1.650352,1,1,1,1,1,1,1,1,2,1,422610,5,5,0,0%,NA
107,12,1.650352,1,1,1,1,1,1,1,1,2,1,422610,5,5,0,0%,NA
107,1211,1.237764,1,1,1,1,1,1,0,1,2,1,422610,5,5,0,0%,NA
107,135,2.888116,1,1,1,0,1,1,0,0,2,4,422610,3,2,0,0%,0
107,22,1.650352,1,1,1,0,1,0,0,0,2,4,422610,4,3,0,0%,NA
107,296,2.06294,1,1,1,0,1,0,0,0,2,4,422610,4,5,0,0%,NA
107,353,2.475528,1,1,1,0,1,0,1,0,2,4,422610,4,3,0,0%,NA
107,353,2.475528,1,1,1,0,1,0,1,0,2,4,422610,4,3,0,0%,NA
107,432,0.825176,1,1,1,0,1,1,0,0,2,4,422610,5,4,0.5,34-66%,NA
107,460,2.06294,1,1,1,0,1,1,0,0,2,4,422610,4,3,0,0%,NA
107,460,2.06294,1,1,1,0,1,1,0,0,2,4,422610,4,3,0,0%,NA
107,473,0.825176,0,1,1,0,0,0,0,0,2,2,422610,3,1,0,0%,NA
107,491,3.300704,1,1,1,1,1,1,1,0,2,1,422610,5,3,0,0%,NA
107,491,3.300704,1,1,1,1,1,1,1,0,2,1,422610,5,1,0,0%,NA
107,508,4.12588,1,1,1,0,1,1,1,0,2,4,422610,5,4,0,0%,NA
107,508,4.12588,1,1,1,0,1,1,1,0,2,4,422610,5,3,0,0%,NA
107,508,4.12588,1,1,1,0,1,1,1,0,2,4,422610,5,3,0,0%,NA
107,615,2.06294,0,1,1,0,0,0,0,0,2,2,422610,3,0,0,0%,NA
107,643,0.412588,0,1,1,0,0,0,1,0,2,2,422610,4,5,0,0%,NA
107,681,2.06294,1,1,1,0,1,1,1,1,2,4,422610,5,4,0,0%,NA
107,681,2.06294,1,1,1,0,1,1,1,1,2,4,422610,5,5,0,0%,1
107,71,1.237764,1,1,1,0,1,0,0,0,2,4,422610,4,3,0,0%,1
107,731,1.650352,1,1,1,0,1,0,0,0,2,4,422610,4,3,0,0%,NA
107,821,2.475528,1,1,1,0,0,0,0,0,2,3,422610,3,1,0,0%,NA
107,821,2.475528,1,1,1,0,0,0,0,0,2,3,422610,3,3,0,0%,NA
107,911,3.713292,1,1,1,0,1,0,0,0,2,4,422610,4,2,0,0%,NA
107,944,1.650352,1,1,1,0,1,1,1,0,2,4,422610,4,2,0.25,1-33%,0
107,960,2.888116,1,1,1,0,1,1,0,0,2,4,422610,4,2,0,0%,NA
107,960,2.888116,1,1,1,0,1,1,0,0,2,4,422610,4,4,0,0%,NA
107,960,2.888116,1,1,1,0,1,1,0,0,2,4,422610,4,4,0,0%,NA
107,960,2.888116,1,1,1,0,1,1,0,0,2,4,422610,4,3,0,0%,NA
108,1010,7.947051,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0.14285714285714285,1-33%,NA
108,1121,4.541172,1,0,1,0,1,0,0,0,2,4,1128715,4,1,0,0%,NA
108,1200,11.35293,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0,0%,NA
108,1200,11.35293,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0,0%,NA
108,1200,11.35293,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0.14285714285714285,1-33%,NA
108,1211,7.947051,0,0,1,0,0,0,0,0,2,2,1128715,3,1,0.07692307692307693,1-33%,NA
108,15,5.676465,0,0,1,0,0,0,0,0,2,2,1128715,3,2,0,0%,NA
108,158,11.35293,0,0,0,0,0,0,0,0,2,5,1128715,3,0,0,0%,NA
108,168,9.082344,0,0,1,0,0,0,0,0,2,2,1128715,3,3,0,0%,NA
108,168,9.082344,0,0,1,0,0,0,0,0,2,2,1128715,3,3,0,0%,NA
108,168,9.082344,0,0,1,0,0,0,0,0,2,2,1128715,3,3,0,0%,NA
108,168,9.082344,0,0,1,0,0,0,0,0,2,2,1128715,3,2,0,0%,NA
108,188,7.947051,0,0,1,0,0,0,0,0,2,2,1128715,2,0,0.1,1-33%,NA
108,188,7.947051,0,0,1,0,0,0,0,0,2,2,1128715,2,3,0,0%,NA
108,241,12.488223,0,0,1,0,0,0,0,0,2,2,1128715,2,0,0.1111111111111111,1-33%,NA
108,241,12.488223,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0,0%,1
108,241,12.488223,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0,0%,NA
108,241,12.488223,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0,0%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,0,0.3,1-33%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,1,0,0%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,2,0,0%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,3,0,0%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,1,0.3,1-33%,NA
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,3,0,0%,1
108,367,17.029395,1,0,1,0,0,0,0,0,2,3,1128715,3,2,0.6,34-66%,NA
108,391,4.541172,0,0,1,0,0,0,0,0,2,2,1128715,2,3,0,0%,NA
108,414,3.405879,0,0,1,0,0,0,0,0,0,2,1128715,1,2,0.5,34-66%,NA
108,431,6.811758,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0.2222222222222222,1-33%,NA
108,437,3.405879,0,0,1,0,0,0,0,0,2,2,1128715,3,2,0,0%,NA
108,439,5.676465,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0,0%,NA
108,458,2.270586,0,0,0,0,0,0,0,0,0,5,1128715,1,0,0,0%,NA
108,489,19.299981,0,0,1,0,0,0,0,0,2,2,1128715,3,0,0,0%,NA
108,489,19.299981,0,0,1,0,0,0,0,0,2,2,1128715,3,1,0,0%,NA
108,489,19.299981,0,0,1,0,0,0,0,0,2,2,1128715,3,1,0,0%,NA
108,666,2.270586,0,0,1,0,0,0,0,0,2,2,1128715,2,0,0.5714285714285714,34-66%,NA
108,667,5.676465,0,0,1,0,0,0,0,0,2,2,1128715,2,3,0,0%,NA
108,736,2.270586,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0.4,34-66%,NA
108,828,6.811758,0,0,1,0,0,0,0,0,2,2,1128715,3,0,0,0%,NA
108,828,6.811758,0,0,1,0,0,0,0,0,2,2,1128715,3,3,0,0%,1
108,910,2.270586,0,0,1,0,0,0,0,0,2,2,1128715,3,2,0.6666666666666666,34-66%,NA
108,910,2.270586,0,0,1,0,0,0,0,0,2,2,1128715,3,2,0,0%,NA
108,922,5.676465,0,0,0,0,0,0,0,0,2,5,1128715,2,1,0.2,1-33%,NA
108,932,4.541172,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0,0%,NA
108,938,13.623516,0,0,1,0,0,0,0,0,2,2,1128715,2,1,0,0%,NA
108,938,13.623516,0,0,1,0,0,0,0,0,2,2,1128715,2,2,0,0%,NA
