hv001,hv002,wt,hv206,hv209,hv243e,sh121g,sh121h,sh121i,sh121j,roof,id,v005,v190,v149,deceas,de_cat,health
16,100,1.137292,1,0,0,0,1,1,0,2,5,555023,3,3,0,0%,0
16,11,2.274584,1,1,0,0,0,1,0,2,2,555023,4,3,0,0%,0
16,11,2.274584,1,1,0,0,0,1,0,2,2,555023,4,3,0,0%,NA
16,13,2.274584,1,1,0,0,0,1,1,2,3,555023,4,3,0.5,34-66%,NA
16,13,2.274584,1,1,0,0,0,1,1,2,3,555023,4,4,0,0%,0
16,13,2.274584,1,1,0,0,0,1,1,2,3,555023,4,3,0,0%,1
16,18,4.549168,1,1,0,0,0,1,0,2,2,555023,4,3,0,0%,NA
16,18,4.549168,1,1,0,0,0,1,0,2,2,555023,4,4,0,0%,NA
16,18,4.549168,1,1,0,0,0,1,0,2,2,555023,4,4,0,0%,NA
16,29,2.84323,1,1,0,0,1,1,1,2,3,555023,5,4,0,0%,0
16,45,2.274584,1,1,0,0,1,1,1,2,3,555023,5,4,0,0%,NA
16,5,2.84323,1,1,0,0,1,1,1,2,3,555023,4,3,0.25,1-33%,1
16,59,2.274584,1,1,0,0,0,1,0,2,2,555023,4,3,0.2,1-33%,1
16,60,2.274584,1,0,0,0,0,1,1,2,3,555023,4,1,0.3333333333333333,1-33%,NA
16,60,2.274584,1,0,0,0,0,1,1,2,3,555023,4,3,0,0%,0
16,60,2.274584,1,0,0,0,0,1,1,2,3,555023,4,3,0,0%,0
16,65,2.84323,1,1,1,1,1,1,1,2,4,555023,4,3,0,0%,0
16,89,1.705938,1,1,0,0,1,1,0,2,2,555023,4,4,0,0%,NA
160,78,10.666972,1,1,1,1,1,1,1,2,4,3322850,5,4,0,0%,1
161,15,7.404699,1,1,0,0,0,1,1,2,3,2715988,3,4,0,0%,0
161,29,9.872932,1,1,0,0,1,1,1,2,3,2715988,5,3,0,0%,0
161,38,4.936466,1,1,0,0,1,1,1,2,3,2715988,4,3,0.5,34-66%,0
161,45,17.277631,1,1,0,0,0,1,0,2,2,2715988,4,0,0,0%,NA
161,59,4.936466,1,0,0,0,0,1,0,2,5,2715988,2,4,0,0%,0
161,67,9.872932,1,1,0,0,1,1,1,2,3,2715988,4,3,0.2,1-33%,0
161,67,9.872932,1,1,0,0,1,1,1,2,3,2715988,4,5,0,0%,1
161,70,9.872932,1,1,0,0,1,1,1,2,3,2715988,4,5,0,0%,0
161,72,9.872932,1,1,0,0,1,1,1,2,3,2715988,5,3,0,0%,0
161,77,34.555262,1,1,0,0,0,1,1,2,3,2715988,5,4,0,0%,0
161,77,34.555262,1,1,0,0,0,1,1,2,3,2715988,5,4,0,0%,0
161,77,34.555262,1,1,0,0,0,1,1,2,3,2715988,5,3,0,0%,NA
161,85,12.341165,1,1,0,0,0,1,1,2,3,2715988,4,3,0,0%,NA
161,9,9.872932,1,1,1,0,1,1,1,2,3,2715988,5,4,0,0%,NA
162,14,2.597146,1,1,0,0,0,1,0,2,2,1205903,2,5,0,0%,0
162,34,2.597146,1,1,0,0,0,1,0,2,2,1205903,1,1,0.25,1-33%,0
162,40,7.791438,1,0,0,0,0,1,0,2,5,1205903,2,3,0,0%,NA
162,45,2.597146,1,1,0,0,0,1,1,2,3,1205903,1,3,0,0%,0
162,85,3.895719,1,1,0,0,1,1,0,2,2,1205903,2,3,0,0%,0
162,85,3.895719,1,1,0,0,1,1,0,2,2,1205903,2,3,0,0%,0
163,23,1.07152,1,1,0,0,0,1,0,2,2,533075,3,3,0,0%,0
163,26,1.60728,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,0
163,34,2.6788,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,0
163,45,1.07152,1,1,0,0,0,1,0,2,2,533075,4,4,0,0%,0
163,49,1.60728,0,0,0,0,0,0,0,2,1,533075,1,4,0,0%,0
163,51,2.14304,1,1,1,0,1,1,0,2,2,533075,5,3,0,0%,1
163,6,0.53576,1,1,0,0,1,1,0,2,2,533075,4,3,0,0%,0
163,65,0.53576,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,0
163,73,1.07152,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,NA
163,78,1.60728,1,1,1,0,1,1,1,2,3,533075,4,4,0,0%,0
163,79,1.60728,1,1,0,1,1,1,1,2,4,533075,5,3,0,0%,0
163,8,3.21456,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,0
163,8,3.21456,0,0,0,0,0,0,0,2,1,533075,1,3,0,0%,NA
163,9,4.28608,1,1,0,0,1,1,0,2,2,533075,4,4,0,0%,NA
163,9,4.28608,1,1,0,0,1,1,0,2,2,533075,4,4,0,0%,0
163,96,2.6788,1,1,1,0,1,1,1,2,3,533075,4,2,0,0%,1
163,96,2.6788,1,1,1,0,1,1,1,2,3,533075,4,3,0,0%,NA
163,99,2.14304,1,1,1,1,1,1,0,2,2,533075,4,3,0,0%,NA
163,99,2.14304,1,1,1,1,1,1,0,2,2,533075,4,3,0,0%,NA
164,31,11.490535,1,0,0,0,0,1,0,2,5,2528785,2,3,0,0%,0
164,39,6.894321,1,1,0,0,0,1,1,2,3,2528785,4,4,0,0%,NA
164,43,6.894321,1,1,0,0,1,1,0,2,2,2528785,4,3,0,0%,NA
164,58,6.894321,1,1,0,0,1,1,0,2,2,2528785,3,4,0.5,34-66%,NA
164,60,6.894321,1,0,0,0,0,1,0,2,5,2528785,2,3,0,0%,0
165,11,2.439018,1,1,1,0,1,1,1,2,3,830754,5,3,0,0%,NA
165,3,2.439018,1,1,1,1,1,1,1,2,4,830754,5,5,0,0%,NA
165,3,2.439018,1,1,1,1,1,1,1,2,4,830754,5,3,0,0%,NA
165,38,3.252024,1,1,1,1,1,1,1,2,4,830754,5,3,0,0%,0
165,76,0.813006,1,1,1,0,1,1,0,2,2,830754,5,5,0,0%,NA
165,80,0.813006,1,1,0,0,0,1,0,2,2,830754,4,5,0,0%,0
165,97,3.252024,1,1,1,1,1,1,1,2,4,830754,5,4,0,0%,0
166,27,10.295216,1,1,0,0,1,1,1,2,3,2832155,4,3,0,0%,0
166,38,10.295216,1,1,0,0,1,1,1,2,3,2832155,4,4,0,0%,NA
166,57,7.721412,1,1,0,0,1,1,1,2,3,2832155,4,4,0,0%,NA
166,6,10.295216,1,1,0,0,1,1,1,2,3,2832155,4,3,0,0%,NA
166,69,5.147608,1,1,0,0,0,1,0,2,2,2832155,3,2,0,0%,0
166,74,7.721412,1,1,1,0,1,1,1,2,3,2832155,4,5,0,0%,NA
166,80,15.442824,1,1,0,0,1,1,1,2,3,2832155,4,3,0,0%,0
166,90,33.459452,1,1,1,0,1,1,1,2,3,2832155,5,4,0.5,34-66%,NA
167,16,4.34903,1,0,0,0,0,1,0,2,5,785464,1,3,0,0%,0
167,16,4.34903,1,0,0,0,0,1,0,2,5,785464,1,2,0,0%,NA
167,3,4.34903,1,1,0,0,0,1,0,2,2,785464,1,3,0,0%,0
167,32,4.34903,1,1,0,0,1,1,0,2,2,785464,2,3,0.3333333333333333,1-33%,0
167,49,1.739612,1,1,0,0,0,1,0,2,2,785464,1,4,0,0%,NA
167,63,5.218836,1,1,0,0,1,1,0,2,2,785464,2,4,0,0%,1
167,73,4.34903,1,1,0,0,0,1,0,2,2,785464,1,3,0,0%,NA
167,75,4.34903,1,1,0,0,1,1,0,2,2,785464,2,5,0.3333333333333333,1-33%,NA
167,75,4.34903,1,1,0,0,1,1,0,2,2,785464,2,5,0,0%,0
167,75,4.34903,1,1,0,0,1,1,0,2,2,785464,2,3,0,0%,0
167,8,4.34903,1,1,0,0,0,1,0,2,2,785464,1,3,0,0%,0
167,8,4.34903,1,1,0,0,0,1,0,2,2,785464,1,3,0,0%,NA
168,12,2.151543,1,0,0,0,1,1,0,2,5,647638,2,3,0,0%,NA
168,32,3.585905,1,1,0,0,0,1,0,2,2,647638,2,3,0,0%,0
168,34,2.868724,1,1,0,0,0,0,1,2,3,647638,2,4,0,0%,NA
168,56,2.868724,1,1,0,0,0,0,0,2,2,647638,1,3,0,0%,NA
168,57,5.020267,0,0,0,0,0,0,0,2,1,647638,1,3,0,0%,NA
168,68,1.434362,1,1,1,0,1,1,1,2,3,647638,4,4,0,0%,NA
168,84,0.717181,1,1,0,0,1,1,0,2,2,647638,2,3,0,0%,NA
168,91,7.17181,1,1,0,0,0,0,0,2,2,647638,1,3,0,0%,NA
168,91,7.17181,1,1,0,0,0,0,0,2,2,647638,1,3,0,0%,NA
168,92,4.303086,1,1,0,1,1,1,1,2,4,647638,3,4,0,0%,NA
168,93,3.585905,1,1,0,0,0,1,1,2,3,647638,2,3,0,0%,NA
169,11,5.90883,0,0,0,0,0,0,0,2,1,534935,1,0,0,0%,NA
169,11,5.90883,0,0,0,0,0,0,0,2,1,534935,1,1,0,0%,NA
169,12,2.363532,1,1,0,0,1,1,1,2,3,534935,3,3,0,0%,0
169,28,2.363532,1,1,0,1,1,1,1,2,4,534935,4,5,0,0%,NA
169,55,4.727064,1,0,0,0,0,1,0,2,5,534935,2,4,0,0%,NA
169,64,2.954415,0,0,0,0,0,0,0,2,1,534935,1,2,0,0%,0
169,73,0.590883,1,0,0,0,0,1,0,2,5,534935,1,3,0,0%,NA
169,82,2.954415,1,1,0,0,0,1,0,2,2,534935,2,0,0.2,1-33%,0
169,82,2.954415,1,1,0,0,0,1,0,2,2,534935,2,3,0,0%,NA
169,95,3.545298,1,1,1,0,1,1,1,2,3,534935,3,5,0,0%,0
169,95,3.545298,1,1,1,0,1,1,1,2,3,534935,3,3,0,0%,NA
17,1,4.20327,1,1,0,0,1,1,1,2,3,634214,2,3,0,0%,0
17,29,2.80218,1,1,0,0,1,1,0,2,2,634214,2,3,0,0%,0
17,64,2.101635,0,0,0,0,0,0,0,2,1,634214,1,3,0,0%,NA
17,73,2.101635,1,1,0,0,1,1,1,2,3,634214,3,4,0,0%,NA
17,81,1.40109,1,0,0,0,0,1,0,2,5,634214,2,1,0,0%,NA
170,13,2.854548,1,1,0,0,0,1,0,2,2,2747593,3,4,0,0%,NA
170,18,2.854548,1,0,0,0,0,1,0,2,5,2747593,2,3,0,0%,NA
170,39,11.418192,1,1,0,0,0,1,0,2,2,2747593,2,3,0,0%,2
170,40,8.563644,1,1,1,0,1,1,1,2,3,2747593,4,4,0,0%,1
170,42,5.709096,1,1,0,0,1,1,0,2,2,2747593,4,3,0,0%,NA
170,42,5.709096,1,1,0,0,1,1,0,2,2,2747593,4,4,0,0%,NA
170,43,2.854548,1,0,0,0,0,1,0,2,5,2747593,2,3,0,0%,NA
170,52,17.127288,1,0,0,0,0,1,0,2,5,2747593,3,3,0,0%,0
170,69,34.254576,1,1,0,0,1,1,0,2,2,2747593,3,4,0,0%,0
170,69,34.254576,1,1,0,0,1,1,0,2,2,2747593,3,4,0,0%,0
170,78,2.854548,1,1,0,0,0,1,0,2,2,2747593,2,5,0,0%,1
170,87,11.418192,1,1,1,0,0,1,0,2,2,2747593,3,3,0.25,1-33%,0
170,89,2.854548,1,1,0,0,1,1,0,2,2,2747593,3,4,0,0%,NA
170,94,11.418192,1,1,0,0,1,1,0,2,2,2747593,4,4,0.3333333333333333,1-33%,0
170,94,11.418192,1,1,0,0,1,1,0,2,2,2747593,4,3,0,0%,NA
170,94,11.418192,1,1,0,0,1,1,0,2,2,2747593,4,5,0,0%,2
170,94,11.418192,1,1,0,0,1,1,0,2,2,2747593,4,4,0,0%,0
170,94,11.418192,1,1,0,0,1,1,0,2,2,2747593,4,5,0,0%,1
171,45,3.268459,1,0,0,0,0,1,0,2,5,3596538,2,2,0,0%,NA
171,54,6.536918,1,1,0,0,0,0,1,2,3,3596538,4,4,0,0%,NA
171,6,13.073836,1,1,0,1,1,1,1,2,4,3596538,5,3,0,0%,NA
171,62,19.610754,1,1,0,0,1,1,0,2,2,3596538,3,4,0,0%,NA
171,62,19.610754,1,1,0,0,1,1,0,2,2,3596538,3,4,0,0%,0
171,69,3.268459,1,1,0,0,1,1,0,2,2,3596538,3,4,0,0%,NA
172,10,1.906305,1,1,0,0,0,1,0,2,2,590089,2,3,0.5,34-66%,0
172,10,1.906305,1,1,0,0,0,1,0,2,2,590089,2,3,0,0%,1
172,11,3.81261,1,1,0,0,1,1,0,2,2,590089,3,3,0,0%,NA
172,11,3.81261,1,1,0,0,1,1,0,2,2,590089,3,3,0,0%,1
172,18,2.54174,1,1,0,0,1,1,0,2,2,590089,3,4,0,0%,NA
172,41,1.27087,1,0,0,0,0,0,0,2,5,590089,1,4,1,67+%,NA
172,52,1.906305,1,1,0,0,0,1,0,2,2,590089,2,3,0,0%,NA
172,53,3.81261,1,1,0,0,1,1,0,2,2,590089,2,3,0,0%,0
172,70,2.54174,1,1,0,0,0,1,0,2,2,590089,1,3,0,0%,1
172,82,2.54174,1,0,0,0,0,1,0,2,5,590089,2,5,0,0%,0
172,87,1.27087,1,0,0,0,0,1,0,2,5,590089,2,2,0,0%,0
172,9,0.635435,0,0,0,0,0,1,0,1,1,590089,1,2,0,0%,NA
172,91,2.54174,1,1,0,0,1,1,1,1,3,590089,3,5,0,0%,NA
172,98,3.177175,1,1,0,0,0,1,0,2,2,590089,1,3,0.25,1-33%,0
173,1,2.890416,1,1,0,0,0,1,0,1,2,894716,2,3,1,67+%,NA
173,22,5.780832,1,1,0,0,1,1,0,2,2,894716,1,3,0,0%,0
173,30,3.853888,1,1,0,0,0,1,0,2,2,894716,1,1,0,0%,NA
173,53,2.890416,0,0,0,0,0,0,0,2,1,894716,1,3,0,0%,NA
173,58,0.963472,1,0,0,0,0,1,0,2,5,894716,1,3,0,0%,NA
173,70,3.853888,1,1,0,0,0,1,0,0,2,894716,1,3,0,0%,NA
173,79,4.81736,1,1,0,0,0,1,0,2,2,894716,2,3,0,0%,0
173,79,4.81736,1,1,0,0,0,1,0,2,2,894716,2,4,0,0%,0
173,79,4.81736,1,1,0,0,0,1,0,2,2,894716,2,3,0,0%,0
173,85,5.780832,1,0,0,0,0,1,0,2,5,894716,1,2,0,0%,0
173,87,5.780832,1,1,0,0,0,1,0,0,2,894716,1,3,0,0%,NA
173,9,0.963472,1,1,0,0,0,1,0,2,2,894716,1,3,0,0%,NA
173,90,3.853888,1,0,1,0,0,1,0,2,5,894716,1,3,0.25,1-33%,NA
173,95,4.81736,1,1,0,0,1,1,0,2,2,894716,2,3,0,0%,NA
174,26,1.703879,1,1,0,0,1,1,1,2,3,1640038,5,4,0,0%,0
174,43,5.111637,1,1,1,0,1,1,1,2,3,1640038,5,5,0,0%,0
174,43,5.111637,1,1,1,0,1,1,1,2,3,1640038,5,3,0,0%,NA
175,10,3.93008,1,1,0,0,0,1,0,2,2,508280,3,3,0.25,1-33%,NA
175,15,1.12288,1,1,0,0,1,1,1,2,3,508280,3,4,0,0%,1
175,28,1.12288,1,1,1,1,1,1,1,2,4,508280,4,4,0,0%,NA
175,28,1.12288,1,1,1,1,1,1,1,2,4,508280,4,5,0,0%,NA
175,45,2.24576,1,1,0,0,1,1,0,2,2,508280,3,4,0,0%,0
175,71,1.68432,1,1,0,0,1,1,1,2,3,508280,3,3,0,0%,0
175,73,2.24576,1,1,0,1,1,1,1,2,4,508280,4,4,0,0%,1
175,78,2.24576,1,1,0,0,0,1,1,2,3,508280,3,1,0,0%,NA
175,86,3.93008,1,1,0,0,1,1,1,2,3,508280,3,5,0,0%,1
175,86,3.93008,1,1,0,0,1,1,1,2,3,508280,3,3,0,0%,NA
176,14,4.511648,1,1,0,0,0,1,0,2,2,1018543,2,1,0,0%,NA
176,35,2.255824,1,1,0,1,0,1,0,2,2,1018543,3,5,0,0%,0
176,36,2.255824,0,0,0,0,0,0,0,2,1,1018543,1,3,0,0%,0
176,39,3.383736,1,1,0,0,0,1,0,2,2,1018543,2,3,0,0%,NA
176,43,3.383736,1,1,0,0,0,0,0,2,2,1018543,1,2,0,0%,NA
176,47,2.255824,1,1,0,0,0,1,0,2,2,1018543,2,0,0,0%,NA
176,56,3.383736,1,1,0,0,0,1,0,2,2,1018543,3,4,0,0%,NA
176,56,3.383736,1,1,0,0,0,1,0,2,2,1018543,3,4,0,0%,NA
176,61,2.255824,1,1,0,0,0,0,0,2,2,1018543,2,2,0,0%,NA
176,68,1.127912,1,1,0,0,0,1,0,2,2,1018543,2,3,0,0%,NA
176,71,1.127912,1,0,0,0,0,0,0,2,5,1018543,1,1,0,0%,NA
176,85,4.511648,1,1,0,0,0,0,0,2,2,1018543,2,0,0.16666666666666666,1-33%,NA
176,99,9.023296,0,0,0,0,0,0,0,2,1,1018543,1,3,0,0%,NA
176,99,9.023296,0,0,0,0,0,0,0,2,1,1018543,1,3,0,0%,0
177,12,5.365064,1,1,1,1,1,1,1,2,4,2951797,5,5,0,0%,NA
177,16,5.365064,1,1,0,0,1,1,1,2,3,2951797,5,5,0,0%,1
177,18,5.365064,1,1,0,0,0,1,0,2,2,2951797,4,4,0,0%,NA
177,19,10.730128,1,1,1,0,1,1,1,2,3,2951797,5,5,0,0%,0
177,28,8.047596,1,1,1,0,1,1,1,2,3,2951797,5,4,0,0%,0
177,35,8.047596,1,1,0,0,1,1,1,2,3,2951797,5,4,0,0%,0
177,35,8.047596,1,1,0,0,1,1,1,2,3,2951797,5,3,0,0%,1
177,36,10.730128,1,1,1,0,1,1,1,2,3,2951797,5,5,0,0%,0
177,75,5.365064,1,1,0,0,1,1,1,2,3,2951797,4,4,0,0%,NA
177,75,5.365064,1,1,0,0,1,1,1,2,3,2951797,4,5,0,0%,0
177,82,10.730128,1,1,0,0,1,1,0,2,2,2951797,4,4,0,0%,1
177,82,10.730128,1,1,0,0,1,1,0,2,2,2951797,4,3,0,0%,1
177,83,5.365064,1,1,1,0,1,1,1,2,3,2951797,5,3,0,0%,NA
177,86,10.730128,1,1,1,0,1,1,1,2,3,2951797,4,4,0,0%,0
178,42,1.635448,1,1,0,0,1,1,0,2,2,374603,3,1,0,0%,NA
178,42,1.635448,1,1,0,0,1,1,0,2,2,374603,3,4,0,0%,1
178,55,1.635448,1,1,0,0,1,1,0,2,2,374603,3,3,0,0%,NA
178,8,0.817724,1,1,0,0,0,1,0,2,2,374603,3,4,0,0%,1
178,92,0.408862,1,1,0,0,0,1,0,2,2,374603,2,3,0,0%,NA
178,94,1.226586,1,0,0,0,0,1,0,2,5,374603,2,2,0,0%,0
179,12,3.7668,1,1,0,0,1,1,1,2,3,680309,2,3,0,0%,NA
179,12,3.7668,1,1,0,0,1,1,1,2,3,680309,2,3,0,0%,NA
179,22,3.7668,1,0,1,0,0,1,0,2,5,680309,2,3,0,0%,0
179,22,3.7668,1,0,1,0,0,1,0,2,5,680309,2,3,0,0%,0
179,26,4.52016,1,1,0,0,1,1,0,2,2,680309,3,4,0,0%,0
179,27,3.7668,1,1,0,0,1,1,0,2,2,680309,2,4,0,0%,NA
179,27,3.7668,1,1,0,0,1,1,0,2,2,680309,2,3,0,0%,NA
179,34,5.27352,1,1,0,0,0,1,0,2,2,680309,1,3,0,0%,0
179,34,5.27352,1,1,0,0,0,1,0,2,2,680309,1,3,0,0%,NA
179,45,3.7668,1,1,0,0,1,1,1,2,3,680309,2,1,0,0%,NA
179,5,2.26008,1,1,0,0,0,1,0,2,2,680309,1,4,0,0%,NA
179,50,5.27352,1,0,0,0,0,0,0,2,5,680309,1,3,0,0%,0
179,62,2.26008,1,1,0,0,0,1,0,2,2,680309,1,3,0,0%,NA
179,62,2.26008,1,1,0,0,0,1,0,2,2,680309,1,2,0,0%,NA
179,79,6.78024,1,1,0,0,1,1,0,2,2,680309,2,3,0,0%,NA
179,84,3.7668,1,1,0,0,0,1,0,2,2,680309,1,3,0,0%,NA
179,84,3.7668,1,1,0,0,0,1,0,2,2,680309,1,3,0,0%,NA
18,100,9.965488,1,1,1,0,1,1,1,2,3,2398025,4,4,0,0%,1
18,100,9.965488,1,1,1,0,1,1,1,2,3,2398025,4,4,0,0%,NA
18,100,9.965488,1,1,1,0,1,1,1,2,3,2398025,4,4,0,0%,0
18,14,9.965488,1,1,1,0,1,1,0,1,2,2398025,4,5,0.3333333333333333,1-33%,0
18,33,7.474116,1,0,0,0,1,1,0,1,5,2398025,3,5,0,0%,NA
18,64,4.982744,1,1,1,0,1,1,0,2,2,2398025,4,4,0,0%,1
18,83,2.491372,1,1,0,0,0,1,0,1,2,2398025,3,4,0,0%,1
18,85,12.45686,1,1,0,0,0,1,0,1,2,2398025,3,4,0,0%,NA
18,85,12.45686,1,1,0,0,0,1,0,1,2,2398025,3,5,0,0%,2
18,96,4.982744,1,0,0,0,0,1,0,1,5,2398025,2,3,0,0%,1
18,96,4.982744,1,0,0,0,0,1,0,1,5,2398025,2,4,0,0%,NA
180,13,7.938152,1,1,0,1,0,1,1,2,4,2183740,4,3,0,0%,0
180,13,7.938152,1,1,0,1,0,1,1,2,4,2183740,4,3,0,0%,NA
180,19,7.938152,1,0,0,0,0,1,1,2,3,2183740,3,3,0,0%,0
180,19,7.938152,1,0,0,0,0,1,1,2,3,2183740,3,3,0,0%,0
180,21,9.92269,1,1,0,0,0,1,0,2,2,2183740,3,3,0,0%,NA
180,45,5.953614,1,1,0,0,1,1,1,2,3,2183740,4,3,1,67+%,NA
180,5,1.984538,1,1,1,0,1,1,0,2,2,2183740,4,3,0,0%,NA
180,50,5.953614,1,1,0,0,0,1,0,2,2,2183740,3,3,0,0%,0
180,57,5.953614,1,1,0,0,1,1,1,2,3,2183740,4,4,0,0%,0
180,57,5.953614,1,1,0,0,1,1,1,2,3,2183740,4,3,0,0%,NA
180,60,3.969076,1,1,0,0,1,1,0,2,2,2183740,3,3,0,0%,NA
180,69,17.860842,1,1,0,0,1,1,0,2,2,2183740,3,5,0,0%,0
180,76,3.969076,1,1,0,0,0,1,1,2,3,2183740,4,4,0,0%,0
180,83,9.92269,1,1,0,0,1,1,1,2,3,2183740,4,4,0,0%,NA
180,9,7.938152,1,1,0,0,0,1,0,2,2,2183740,3,4,0,0%,0
180,97,7.938152,1,1,0,0,1,1,0,2,2,2183740,4,4,0,0%,0
180,97,7.938152,1,1,0,0,1,1,0,2,2,2183740,4,4,0,0%,0
180,99,5.953614,1,1,0,0,1,1,1,2,3,2183740,4,4,0,0%,NA
182,1,2.18547,1,1,0,0,1,1,0,2,2,1123018,3,4,0,0%,NA
182,1,2.18547,1,1,0,0,1,1,0,2,2,1123018,3,3,0,0%,NA
182,25,1.092735,1,1,0,0,1,1,1,2,3,1123018,4,4,0,0%,1
182,42,3.278205,1,1,0,0,1,1,1,2,3,1123018,5,5,0,0%,0
182,42,3.278205,1,1,0,0,1,1,1,2,3,1123018,5,4,0,0%,NA
182,5,1.092735,1,1,0,0,1,1,0,2,2,1123018,4,5,0,0%,0
182,51,2.18547,1,1,1,0,1,1,0,2,2,1123018,3,4,0,0%,NA
182,71,5.463675,1,1,1,0,1,1,1,2,3,1123018,5,5,0,0%,1
182,72,13.11282,1,1,0,0,1,1,1,1,3,1123018,4,4,0,0%,0
182,75,2.18547,1,1,0,0,1,1,0,2,2,1123018,3,2,0.25,1-33%,NA
182,75,2.18547,1,1,0,0,1,1,0,2,2,1123018,3,3,0,0%,1
182,88,3.278205,1,0,0,0,0,1,0,2,5,1123018,2,3,0,0%,0
182,96,6.55641,1,1,1,1,1,1,1,1,4,1123018,5,5,0,0%,0
182,96,6.55641,1,1,1,1,1,1,1,1,4,1123018,5,4,0,0%,1
182,96,6.55641,1,1,1,1,1,1,1,1,4,1123018,5,3,0,0%,NA
183,10,2.304496,1,1,1,1,1,1,1,2,4,521574,5,5,0,0%,NA
183,100,2.304496,1,1,0,0,0,1,0,2,2,521574,3,1,0.25,1-33%,0
183,100,2.304496,1,1,0,0,0,1,0,2,2,521574,3,4,0,0%,0
183,23,1.728372,1,1,0,0,0,1,0,1,2,521574,2,3,0,0%,0
183,23,1.728372,1,1,0,0,0,1,0,1,2,521574,2,3,0,0%,NA
183,30,2.88062,1,1,0,0,1,1,1,2,3,521574,2,3,0,0%,NA
183,35,1.152248,1,1,0,0,1,1,1,2,3,521574,3,4,0.5,34-66%,0
183,56,3.456744,1,1,1,0,0,1,0,2,2,521574,3,3,0,0%,NA
183,56,3.456744,1,1,1,0,0,1,0,2,2,521574,3,4,0,0%,NA
183,56,3.456744,1,1,1,0,0,1,0,2,2,521574,3,4,0.3333333333333333,1-33%,1
183,62,2.304496,1,1,1,0,1,1,1,2,3,521574,3,3,0,0%,0
183,74,3.456744,1,1,0,0,1,1,1,2,3,521574,3,5,0,0%,1
183,74,3.456744,1,1,0,0,1,1,1,2,3,521574,3,5,0,0%,0
183,75,3.456744,1,1,1,0,1,1,1,2,3,521574,3,5,0,0%,1
183,88,1.728372,1,1,0,0,1,1,1,2,3,521574,3,5,0,0%,1
183,88,1.728372,1,1,0,0,1,1,1,2,3,521574,3,3,0,0%,1
183,93,3.456744,1,1,0,0,0,1,1,2,3,521574,2,3,0,0%,0
183,98,1.152248,1,0,1,0,1,1,0,2,5,521574,3,5,0,0%,2
183,98,1.152248,1,0,1,0,1,1,0,2,5,521574,3,3,0,0%,NA
184,16,1.568643,1,0,0,0,0,0,0,2,5,492935,2,2,0,0%,1
184,21,2.091524,1,1,0,0,0,1,1,2,3,492935,3,3,0,0%,NA
184,21,2.091524,1,1,0,0,0,1,1,2,3,492935,3,3,0,0%,NA
184,36,3.137286,1,1,1,0,0,1,0,1,2,492935,2,3,0.3333333333333333,1-33%,1
184,43,2.614405,1,1,0,0,0,1,0,2,2,492935,2,2,0,0%,0
184,44,2.614405,1,1,0,0,1,0,0,2,2,492935,2,3,0,0%,0
184,45,2.091524,1,1,0,0,1,1,0,2,2,492935,2,3,0,0%,NA
184,65,2.614405,1,1,0,0,1,1,1,2,3,492935,2,3,0.16666666666666666,1-33%,NA
184,71,2.614405,1,1,0,0,0,1,0,2,2,492935,2,1,0.16666666666666666,1-33%,NA
184,71,2.614405,1,1,0,0,0,1,0,2,2,492935,2,3,0,0%,NA
184,8,3.137286,1,1,0,0,0,0,0,2,2,492935,1,3,0,0%,NA
184,89,3.660167,1,1,1,0,0,1,0,2,2,492935,3,3,0,0%,0
184,89,3.660167,1,1,1,0,0,1,0,2,2,492935,3,3,0,0%,NA
184,91,2.614405,1,1,0,0,1,1,0,2,2,492935,1,5,0,0%,NA
185,1,10.807128,1,1,0,0,0,1,1,2,3,1981987,5,5,0,0%,1
185,1,10.807128,1,1,0,0,0,1,1,2,3,1981987,5,5,0,0%,1
185,21,10.807128,1,1,1,1,1,1,1,2,4,1981987,5,5,0,0%,0
185,21,10.807128,1,1,1,1,1,1,1,2,4,1981987,5,3,0,0%,NA
185,30,5.403564,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,NA
185,33,5.403564,1,1,1,1,1,1,1,2,4,1981987,5,5,0,0%,NA
185,35,5.403564,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,NA
185,38,5.403564,1,1,1,0,1,1,1,2,3,1981987,5,5,0,0%,NA
185,4,10.807128,1,1,0,1,1,1,1,2,4,1981987,5,5,0,0%,0
185,50,5.403564,1,1,1,0,1,1,1,2,3,1981987,5,4,0,0%,NA
185,55,7.204752,1,1,1,0,0,1,1,2,3,1981987,4,3,0,0%,0
185,55,7.204752,1,1,1,0,0,1,1,2,3,1981987,4,4,0,0%,NA
185,62,5.403564,1,1,1,0,1,1,1,2,3,1981987,5,5,0,0%,0
185,62,5.403564,1,1,1,0,1,1,1,2,3,1981987,5,4,0,0%,1
185,64,5.403564,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,NA
185,75,9.00594,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,1
185,75,9.00594,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,0
185,75,9.00594,1,1,0,0,1,1,1,2,3,1981987,5,4,0,0%,NA
